,Product_Location_in_Tree,Product_title,Product_image_URL,Product_brand,Product_Rating,Number_of_Customer_review,Product_price,Product_About_Item,Product_Dim,Product_ASIN,Product_Item_Model_number,Product_Department,Product_Date_First_Available,Product_Special,Product_manufacturer,Country_Origin,UPSPSC_Code,Product_BSR,Number of sold of in a month,Product Specification,Product Description
33,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",Levi's Men's Sleek and Slim Trifold Minimalist Wallet,https://m.media-amazon.com/images/I/81qckBg50IL._AC_UX679_.jpg,Levi's,4.6,"21,478",$23.16,"70% PU, 30% Split Leather
Imported
Cotton lining
Trifold Closure closure
Spot Clean
STORAGE CAPACITY: This trifold wallet includes 6 card slots to hold credit cards, debit cards, personal cards and more. There are also 2 hidden slip pockets, 1 clear ID window and 1 bill compartment
EVERYDAY FUNCTIONALITY: Enjoy this versatile and durable trifold wallet made for both style and utility. This wallet is carefully crafted to safely store and organize all of your essentials in a convenient, easy to carry design",None,B097R3L257,None,Mens,"June 23, 2021",none,Levi's,none,none,#34,none,none,"For a fashionable wallet that's ready to hold whatever you need, look no further than this Trifold wallet by Levi's. Designed for maximum storage with a slim and compact profile, this versatile wallet can easily multiple cards while providing you quick access to your essentials with ease. This wallet's classic and timeless cool look is a stylish way to make sure all your cards are safe and secure in true Levi's style. For more than 140 years after inventing the blue jean, one thing is clear: Levi's clothes are loved by the people who wear them - from presidents to movie stars, farmers to fashion icons, entrepreneurs to the everyday man, ""Live in Levi's"" asserts with confidence and pride that Levi's clothes are indeed for everybody who's not just anybody."
34,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",SERMAN BRANDS Mens Slim Bifold Wallet RFID Blocking Minimalist Front Pocket Wallets for Men - Thin & Stylish,https://m.media-amazon.com/images/I/9111hjg0usL._AC_UX679_.jpg,SERMANBRANDS,4.5,"4,407",$24.95,"Leather lining
Bifold closure
Dry Cloth Clean
12 MONTH WARRANTY – Our wallets are handcrafted from Full Grain leather and stitched with durable material that will last. We understand that quality is a must! Enjoy our 12-month warranty program against manufacture defects. If you have any questions, do not hesitate to contact us, our friendly customer support will gladly take care of you!
SECURELY BLOCKS RFID SIGNALS - Our wallet’s RFID blocking material is the only one on the market crafted from 3 different metal composites. Your credit cards, debit cards, driving license and ID cards will be effectively/safely protected! (Specifically, blocks RFID signals up to 13.56 MHz or higher, and protects valuable information stored on RFID chips from unauthorized scans)
THIN, MINIMALIST WALLET– Using new innovated engineering, the cowhide is shaved to the thinnest proportion, ensuring resistance against wear of the wallet. Making our front pocket wallet the thinnest and most functional: 0.28 inches slim! Wallet size: 4.4 in x 3 in x .28 in
EASIER TO ACCESS YOUR CARDS – The SERMAN BRADS Elite card holder gives you quick access to your most used cards. The slim wallet best fits 6-8 cards plus 10 bills. Two extra pockets (hidden within the cash slot), a window ID, a premium cash slot and three interior pockets! Fits nicely in your front or back pocket. So slim you can hardly feel it!
PREMIUM LEATHERS- Our vintage leathers stay true to their nature by being receptive to scratches. With use, the bifold wallet will absorb the natural oils from your hands and will develop a rich and dark color. Over time, your wallet will develop a character that matches your adventures.",4.4 x 3 x 0.28 inches; 3 Ounces,B08HJ7NHDR,None,Mens,"August 20, 2019",none,none,none,none,#35,none,none,"HIDDEN SLOTS
You asked and we delivered! Get quick access to two hidden slots. Strategically cut slots for convenient and easy use. No more shuffling through your wallet, looking for that one card you use almost every day!
FULL GRAIN LEATHER
We use only the finest leathers! Premium Full grain leathers that stand up to the test of time! Our vintage leathers stay true to their nature by being receptive to scratches.
With use the wallet will absorb the natural oils of your hands which will allow the wallet to develop a rich and dark color. Over time, your wallet will develop a character that matches your adventures.
INSITUITE VERIFIED RFID PROTECTION
Our wallets are equipped with RFID blocking technology, a unique composite, engineered and tested by an independent German quality control institute to block 13.56 MHz or higher RFID signals. Protecting against data theft by RFID scanners!
FRONT POCKET WALLET
Using new innovated engineering, the cowhide is shaved to the thinnest proportion, ensuring resistance against wear of the wallet. Making our front pocket wallet the thinnest and most functional: 0.28 inches slim! Wallet size: 4.4 in x 3 in x .28 in
ATTENTION TO DETAIL
We began our mission to help the world carry with greater simplicity and ease. We work hard to create products that will live a long life and we choose materials that are proven to serve their purpose. We've spent many years considering and refining our custom leathers. We only use premium leathers.
WHY YOU SHOULD PICK SERMAN BRANDS
Serman Brands is quality & innovation, giving you a wallet that is a cut above the rest. We believe that wallets do so much more than just hold money. Hard work and dedication are evident in the details. Pose and class shine in the stitching. A wallet that has gained national and international repertoire.
SERMAN BRANDS 1.0 SERMAN BRANDS 1.S SERMAN BRANDS 2.0 SERMAN BRANDS 5.0 SERMAN BRANDS Rogue SERMAN BRANDS 5.0
RFID Protected ✓ ✓ ✓ ✓ ✓ ✓
Money Clip ✓ ✓ ✓ Traditional Cash Slot ✓ Traditional Cash Slot
Card Storage Best Fits 6-8 Cards Best Fits 6-8 Cards Best Fits 10-12 Cards Best Fits 6-8 Cards Best Fits 6-8 Cards Best Fits 6-8 Cards
Smart Strap ✓ ✓ ✓ ✓"
35,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",Zitahli Wallet for Men - with Money Clip Slim Leather Slots Credit Card Holder RFID Blocking Bifold Minimalist Wallets with Gift Box,https://m.media-amazon.com/images/I/714sIdrf8cL._AC_SX679_.jpg,Zitahli,4.4,"10,616",$11.97,"Slim Wallet for Men - The Minimalist wallet being 1/2 inches thickness, sized 4.4"" x 3.1"" with money clip has 11 card slots which can store up to 12 cards. The thin wallet for men perfectly fits in your front pocket and well-suited for everyday carry as a large cpacity but slim wallet.
Rfid Blocking Protection - This rfid wallet for men is tested by an independent German quality control institute, specifically to block 13.56 MHz or higher RFID signals and protect against data theft by RFID scanners.
Stylish & Practical - Zitahli mens wallet only use the finest leathers to make smart and stylish wallets. This small wallet using popular patterns and clean line to fit your pocket. We convinced that only a quality mini wallet can satisfy and impress every aspiring men.
Lifetime Guarantee - We attached great importance to the quality of the bifold wallet and provide a lifetime service. Should you have any quality problems with Zitahli credit card wallet, you can contact us and get a 100% refund. We’ll respond within 24 hours.
Perfect Gifts for Him - This money clip wallets for men comes in classy gift box package. It's a good idea to send this mens wallets as the gifts in birthday, anniversaries, Fathers Day, Christmas and other special occasions to someone you love.",0.38 x 4 x 3.5 inches,B09MJ1JXTM,SB04-U,mens,none,none,none,none,none,#36,none,none,"Product Description
Zitahli Slim Wallet for Men with Money Clip
Zitahli is upgrading the traditional wallet, making it easier to use so you have time to focus on what really matters.
Here, with Zitahli Wallets, you get RFID Protection, plenty of Card Slots, an ID window, Money Clip and more.
RFID Blocking Protection
This men's money clip wallet is made with advanced RFID blocking technology to block 13.56 MHz or higher RFID signals and provide you with an extra level of protection from identity theft. It's especially useful for people on the go or travel a lot.

CUSTOMER FIRST
Customer-first is the DNA of Zitahli. From the first sketch of a product to its fruition at one of our factories, each step is made with the most important people - our customers - in mind. We continuously updated designs to meet different personal styles.
SLEEK. MODERN. DURABLE.
comfortable in your pockets
Designed with 12 card slots, this money clip wallet features plenty of room to carry your cash and cards without being too bulky for comfortable carrying.
There are 2 easy-to-access card slots on the outside for most-used cards so that you don't need to dig into the wallet to take it out all the time.
Gift Box Packaging
RFID-blocking Protection
12 card slots (1 ID window)
Durable carbon leather
Integrated money clip
Lasts for years to come
Responsible Sourcing- we use only premium carbon fiber leather that is produced under strict quality management to ensure it will last you for years to come.
Keep your bills securely
We refined the money clip. It's a bit thinner, thus more flexible than regular ones, which allows you to insert bills effortlessly.
QUALITY YOU CAN FEEL
Zitahli durable mens wallets are made by experienced workers, our quality control team closely MONITOR EVERY STEP – leather selection, cutting, stitching, craftwork and packaging.
Ready-to-gift - comes in a classy gift box"
36,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",Gostwo Mens Slim Minimalist Front Pocket Wallet Genuine Leather ID Window Card Case RFID Blocking,https://m.media-amazon.com/images/I/81AmGO1PcUL._AC_UX679_.jpg,Gostwo,4.4,"4,039",$9.99,"Leather lining
Dry Cloth Clean
SMALL SIZE & MINIMALIST STYLE: fitting in your front or back pocket perfectly with a few cards and bills in it.
DURABLE & HIGH QUALITY GENUINE LEATHER: With years in the wallet industry experience, we ensure that the quality and durability of this bifold wallet.Our quality warranty covers any defect caused during product production and delivery.
GREAT DIMENSION & FUNCTIONALITY: 4 x 3 inches, 1 cash pocket, 3 card slots and 1 ID window.
RFID BLOCKING: military-graded RFID blocking technology is used to protect you from data thieves;
GIFT BOX PACKING: great gift idea for the ones you love.",4 x 3 x 0.7 inches; 10 Ounces,B089CM61M5,None,mens,"May 19, 2020",none,SOJOS,none,none,#37,none,none,
37,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",HOPSOOKEN Money Clip RFID Front Pocket Wallet Men Leather Slim Minimalist Wallet,https://m.media-amazon.com/images/I/A1eXpvqGawL._AC_UX679_.jpg,HOPSOOKEN,4.3,"4,260",$13.89,"Leather lining
Magnetic closure
Dry Cloth Clean
Genuine Leather: High Quality Genuine Full Grain Crazy Horse Leather with Skilled Line Finish, Wear-resistant, Soft and Durable.
Ultra Slim/Minimalist: It's Size:11.1*8*0.3cm, Ultra Slim Design and Easy for Carrying. Perfect Fit in Front Pocket/Back Pocket, Good Choice to Replace Bulky Wallet.
Construction: 6 Card Slots,1 ID Display Window,1 Big Change Pockets and 1 Strong Magnetic Money Clip.
Powerful Magnetism: One Powerful Magnet is Strong Enough to Hold Plenty of Cash and Cards Tightly.
RFID Blocking Protection: It Keeps Your Personal and Vital Information Secure. Be safe and Protected from Electronic Pick Pocketing. It Can Block 13.56 MHz Frequency (Credit Cards, Debit Cards, Driver License and ID Cards).",3.94 x 2.76 x 0.39 inches; 1.76 Ounces,B06XYN5PG9,None,mens,"April 1, 2017",none,No,none,none,#38,none,none,none
38,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",BULLCAPTAIN Genuine Leather Wallet for Men Large Capacity ID Window Card Case with Zip Coin Pocket QB-231 (Coffee),https://m.media-amazon.com/images/I/71Sv7yrdPQL._AC_SX679_.jpg,BULLCAPTAIN,4.5,"8,567",$28.66,"[Men's Leather Wallet]: Made Of genuine leather with nice and smooth texture, really soft & comfortable to touch which will look better as time goes by. Please note that a new leather wallet may feel bulky and the card slots may be not that flexible, it is normal. After using the wallet for a while, it will be softer, more flexible and perfect for your pocket.
[Safety, Privacy and Security]: Our BULLCAPTAIN wallets are equipped with advanced RFID SECURE Technology, a unique RFID Blocking lining, engineered specifically to block 13.56 MHz or higher RFID signals and protect the valuable information stored on RFID chips from unauthorized scans.
[Size and Color ]: 4.72(L)*3.54(W)*1.18(H)(in). Weight: 015kg. Black, brown and coffee, 3 different colors for your needs. (Please allow 0.3""-0.9"" in size error due to manual measurement.) !!!Please pay attention that this wallet is not a slim / Minimalist style, if you are looking for something slim / thin, this one might not be the right one for you. The wallet is large capacity, but not bulky. It fits in your back/front pocket.
[Men Wallet with Zipper]: Large Capacity: 12 card slots + 2 cash compartments + 1 driver's license / ID/ photo window + 1 zip coin pocket. It’s easy to carry all your important cards and meets all your daily needs.
[Features]: This men wallet is both fashionable and functional. Features the special design and the nice structure. Hope this wallet could be your loyal friend keeping company with you for every adventure both near and far.",4.72 x 3.54 x 1.18 inches,B07K6QKP29,qb 231,Mens,none,none,No,none,none,#39,none,none,"Product Description
Welcome to BULLCAPTAIN Brand Leather Store,
Our items are all original design which are stylish and durable. We made products by genuine leather and we update new designs every week. We will make every effort to provide you with the quality products, best service and fast delivery.

THREE COLORS FOR YOUR CHOICE
Black
Coffee
Brown
RFID BLOCKING WALLET
SAFE AND SECURITY
The RFID protection card holder can perfectly block unwanted RFID scanners, to protect your personal information, like ID Card, Credit Card, it is really necessary when walking out.
Genuine Leather-Made of the Finest Full Grain Cowhide that will stand out from all other wallets on the market.
Soft,Smooth and Durable.
Beautiful logo.
Delicate details.
Smooth zipper and quality hardware.
STRUCTURE:
EASY ACCESS
1 ID / Photo window.
1 ID window allow for quick access when traveling or at the store /working place.
LARGE CAPACITY
1 Zip coin pocket.
Beautiful logo inside.
It is not a slim wallet but not bulky at all.
There is 12 card slots for drivers license, insurance card, a credit card, work ID, gate Card. This larger wallet holds all of this information in a more compact and organized way.
FUNCTIONAL
2 Divided cash / bill compartments.
PERFECT GIFT
IDEA GIFT ON THE SPECIAL OCCASION/DAY
DELICATE DETAILS
New design zip-round wallet with eyelike-hardware decoration snap.
Genuine Leather.
Beautiful logo.
BULLCAPTAIN Large Capacity Genuine Leather Bifold Wallet/Credit Card Holder BULLCAPTAIN Genuine Leather Sling Bag with Cellphone Stand Chain BULLCAPTAIN RFID Wallets for Men Slim with 2 ID Windows BULLCAPTAIN Sling Bag with USB Charging Port BULLCAPTAIN Sling Leather Backpack Multi-pocket Travel Shoulder Chest Bag BULLCAPTAIN Minimalist Wallet for Men with Cellphone Stand
Genuine Leather ✓ ✓ ✓ ✓ ✓ Micro Fiber Leather, Aluminum
RFID Blocking ✓ ✓"
39,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets","PopSockets Phone Wallet with Expanding Grip, Phone Card Holder, Wireless Charging Compatible, Wallet Compatible with MagSafe - Floral Bohemian",https://m.media-amazon.com/images/I/71Dsa4rHqjL._AC_SX679_.jpg,PopSockets,4.6,"6,181",$39.99,"Our durable PopSockets wallet we call our ""PopWallet"" is a sleek and secure way to carry your cards along with your phone. With an attached phone grip, you can avoid phone drops and kickstand your phone on-the-go
Wirelessly charge your phone by simply sliding off the magnetic phone wallet and setting on a wireless charging stand
The magnetic PopSockets wallet can hold up to three cards that are shielded from the magnets while inside the phone case wallet
PopSockets phone wallet is compatible with PopSockets s mounts and cases for MagSafe, wireless chargers, and non-PopSockets cases compatible with MagSafe
To remove the phone card holder, simply magnetically detach the wallet for wireless charging. Wallet must be removed to wirelessly charge or use MagSafe accessories",0.29 x 2.26 x 3.46 inches,B097G9HJTK,805672,none,"June 16, 2021",Phone Card Holder,PopSockets,China,none,#40,none,none,"From the manufacturer
grip it.
Text with one hand, snap your friends, and avoid phone drops.
kickstand it.
Prop up your phone wherever you are to watch videos hands-free.
mount it.
Use your phone hands-free with a car, desk, wall, or flex mount.
charge it.
Wirelessly charge your MagSafe-compatible phone.
protect it.
Avoid phone drops and screen cracks with our anti-drop phone grip.
swap it.
Easily swap your grip's top - just close the grip flat, press down and twist 90 degrees. Then you can swap in a new top or wirelessly charge.
pay it.
Streamline your accessories and carry your credit cards to easily pay on the go.
plant it.
Go plant positive with our plant PopGrips to help us reduce our ""food print"" and support donations to PHA.
Launched in 2014 by former philosophy professor David Barnett, PopSockets makes empowering, expressive, and playful products that help people phone better. PopSockets has sold over 244 million phone grips in 75 countries and now has an expanding ecosystem of related products, including phone cases, wallets and mounts.
PopSockets aims to become an eternal positivity machine--an enduring global brand that makes an increasingly positive impact on the health and happiness of the planet. Impact initiatives to date include its Poptivism platform and ChangeUp partnership that have resulted in over 4 million in cash and product donations to over 400 non-profits, low-friction recycling programs with TerraCycle (Terracycle, 2020), use of 99% recyclable and FSC certified packaging (FSC, 2019) , company-wide Climate Neutral certification, 90% of products are carbon-neutral certified (ClimateNeutral.Org, 2022), Fair Labor Association accreditation status (FLA, 2022), and adoption of an animal-free policy with respect to products and corporate sponsored meals (PopSockets, 2019).
In 2021, PopSockets was honored as one of Fast Company’s World’s Most Innovative Companies (Fast, 2021).
Here at PopSockets we aim to be a force for good that perpetually enhances the health and wellbeing of the planet and all living creatures. Our team is committed to driving long-lasting, positive environmental and social change by partnering with leading nonprofits, dedicating our time to volunteer on impactful projects, and working to make our supply chain as environmentally-sound and ethical as possible. We aim to minimize the impact of our products on the environment and animals, and maximize the welfare of our people and other stakeholders. We also hope to mobilize our millions of loyal, engaged consumers, our innovative global team and our operational expertise to bring that vision to life (PopSockets, 2022)."
40,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",Travelambo Front Pocket Minimalist Leather Slim Wallet RFID Blocking Carbon Fiber Texture,https://m.media-amazon.com/images/I/814DC6PTwSL._AC_UY879_.jpg,Travelambo,4.6,"13,174",$6.99,"Leather lining
Dry Cloth Clean
1 YEAR QUALITY PROTECTION, our quality protection covers any defect caused during product production and delivery. We can offer you full refund or free replacement, whichever is at your most convenience.
SUPER MINIMALIST & SLIM: only 0.12"" thick, sizing 3.3"" X 4.1"" X 0.12"" extremely convenient to be carried around in your front or back pocket. 100% GENUINE LEATHER: soft and durable.
RFID BLOCKING TESTED & APPROVED BY INDEPENDENT LAB TESTS. Our wallets have been tested for 13.56 MHz Frequency in which our credit cards, debit cards, driver license and ID cards operate. PLEASE BE NOTED THAT the signal of some ID badge, access cards and hotel room cards which operates in 142 KHz, can not be blocked by this wallet.
ENHANCES PERSONAL SECURITY: We leverage top RFID technology to block RFID signals used to electronically scan your wallet as someone passes by unnoticed. This keeps your vital information in driver license, debit cards and credit cards from being stolen.
P FUNCTIONALITY: Our RFID wallet not only offers security, it's also very functional. It features 6 card slots for you to place your most frequently used cards.",4.1 x 3.3 x 0.2 inches; 10 Ounces,B097G8ZLHW,None,mens,"June 18, 2021",none,none,none,none,#41,none,none,"100% Cowhide Leather Wallet
We provide three leather styles for you to choose from: Crosshatch leather, Napa leather and Oil wax leather.
Crosshatch leather is both trendy and stylish, and is currently used by many prestiged leather product brands.
Napa leather renowned for its soft temper, is widely used in wallet production since it was first coined in 1875 in Napa, California.
Vegetable Tanned Leather is a natural and pure leather type which use 100% plant oil without any chemicals during the whole production. Many luxurious leather products also adopt this material for its natural feeling and beautiful look.
RFID Blocking Wallet
Equipped with silver embroidered lining which can block RFID signals, this Travelambo RFID blocking wallet can help you ensure the safety of your ID card and credit/debit card.
This Travelambo front pocket wallet can block RFID signals from cards working at a frequency of 13.56MHz, including:
Credit/debit card
ID card
Driver license
This Travelambo front pocket wallet DOES NOT block RFID signals from cards working at a frequency of 125KHz, including:
Most ID badges
Some hotel/building access cards
Hand Made Minimalist Wallet
Leather product is smooth and soft, sometimes it easily stretches during machine production process. Compared with machine production, we select hand made production for maximum to reduce the rate of leather get stretch. Apart from sewing, which is done with the assistance of professional sewing machine, this Travelambo front pocket wallet is hand made by our experienced craftsmen with the traditional tools: cutting knife, scissor and hammer. We insist that every Travelambo wallet arrive to our customer is in original leather shape with good craftsmanship.
True Unisex
The days of men carrying only bifold wallets and women carrying only clutches are long gone. A man can get this slim wallet out from his front pocket in the bar, a woman can also get this mini card holder out from the back pocket of her slim-fit jeans in the cafe. It's an Adorable gift for someone you love.
Suitable For Any Occasion
Professional design team and a group of free thinking youngsters get together to create our every product. We love any simple and beautiful things. We designed this wallet aim to bring the users more convenience and security. Travelambo Minimalist Wallet has compact and convenient design which is a good accessory for your daily life, travel and business situation.
100% Quality Check Before Delivery
Although hand made wallet has lower rate appear defect than machine production wallet. We insist on check all finished products ONE BY ONE before packing to ensure good quality condition's product is sent to every customer.
Card Holder Card Holder Card Holder Card Holder Card Holder Card Holder Money Clip
Card Slots 6 6 6 6 6 3
Colors 25 16 12 3 11 13
Lines Crazy Horse Napa Pebble Vintage Super Fiber Crazy Horse
Size 3.3"" X 4.1"" X 0.12"" 3.3"" X 4.1"" X 0.12"" 3.3"" X 4.1"" X 0.12"" 3.3"" X 4.1"" X 0.12"" 3.3"" X 4.1"" X 0.12"" 2.7"" X 4.13"" X 0.12"""
41,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",Herschel Men's Wallets,https://m.media-amazon.com/images/I/713SVRar83L._AC_UX679_.jpg,Herschel,4.7,"5,501",$13.37,"100% Polyester
Imported
Cotton lining
No Closure closure
Hand Wash
Signature striped fabric liner
Multiple card slots and top-access storage sleeve
Engineered red and white striped tab",None,B0BRVWGFZY,None,Mens,"January 8, 2023",none,Herschel Supply Men's Accessories,none,none,#42,none,none,"Featuring a timeless design, the Charlie wallet is a compact and convenient card holder."
42,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets","Teskyer Slim Wallet for Men, Minimalist Front Pocket RFID Blocking Leather Wallet Credit Card Holder for Men & Women",https://m.media-amazon.com/images/I/812E0eFA4AL._AC_UY879_.jpg,Teskyer,4.5,"3,889",$7.48,"RFID Fabric lining
No Closure closure
Dry Cloth Clean
PERFECT SIZE & ULTRA SLIM & LIGHT WEIGHT: Product size 4.6*3.2*0.15inch, super minimalist and small. Only 20g weight and 0.15"" thick in empty(0.4"" with full cards and cash), you can slide it into your front suit or jeans pocket easily, very convenicent to carry with
PLENTY OF ROOM: 9 compartments in total. 6 card slots with a clear window for credit cards/ ID/photo/driver's license or membership cards, 2 side pockets and 1 middle pocket for bills/cards/cash, high-capacity slim wallet make your work and travel more convenient
EXTRA INFORMATION & PROPERTY SECURITY: Adopt with advanced RDIF blocking technology, electronic scanners and readers can not read the cards in this wallet. Keep your identity and property protected while you are in travel or shopping
STYLISH & PRACTICAL: Providing 5 beautiful colors slim wallet for men and women; Designed with finger groove on both the clear window and back card slot to help you take out your daily using cards easier!
PURCHASE WITHOUT RISK: We stand behand on our products, any product issues in 12 month, please feel free to contact us via Amazon message system, we'll quick response and solve your problem perfectly",None,B099857WXQ,None,Mens,"July 13, 2021",none,none,none,none,#43,none,none,
43,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",AG Wallets Set of 2 Clear Premium Quality Wallet Insert from (Trifold 6 Page),https://m.media-amazon.com/images/I/81ec-URBGsL._AC_SX679_.jpg,agwallets,4.6,"3,106",$10.00,"Made With Heavy Duty Vinyl Material
Recommended for Trifold Wallets (Can be used for Bifold as well)
Holds Up To 6 Card, Photos, IDs And Other Similar Accessories
Strong Hold Between Sleeves
Approximate Size: 3.71"" x 2.90"" (9.4 CM x 7.4 CM)",2.75 x 3.6 x 0.01 inches,B07MVTD5TL,INS 1175CH,unisex-adult,none,none,No,none,none,#44,none,none,
44,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",Timberland Men's Leather Trifold Wallet with ID Window,https://m.media-amazon.com/images/I/81i8PMPUCmL._AC_UY879_.jpg,Timberland,4.6,"28,123",$19.99,"Leather lining
No Closure closure
Dry Cloth Clean
100% GENUINE LEATHER WALLET - This mens trifold wallet is crafted from genuine Italian leather, with a soft texture that is very smooth to the touch and will look terrific even as it ages with everyday use
COMPACT DESIGN - Measuring 4.25"" high by 3.5"" wide, this leather mens wallet trifold folds twice yet is compact enough to fit easily in your pocket FEATURING; 6 card slots, 2 slip pockets, an ID window and 2 cash pockets
TWO LARGE CASH BILLFOLD POCKETS - With organization and function in mind, this trifold wallet leather for men contains two separate, large cash billfold pockets to keep your cash, receipts, and other paper items easily organized and contained
SOPHISTICATED AND ELEGANT - This slim leather trifold wallets for men is not only functional but sophisticated, elegant, an embossed Timberland logo, perfect for everyday use
TIMBERLAND QUALITY & FUNCTION - We stand by our product and believe you will too. Our Timberland Men's fashionable leather trifold wallet is the best mens wallet for all occasions and combines durability and fashion",None,B097CYZPZZ,None,Mens,"June 17, 2021",none,Timberland Accessories,none,none,#45,none,none,""" TIMBERLAND GENUINE LEATHER MENS TRIFOLD WALLET A genuine leather slim trifold wallet featuring 6 credit card pockets, 2 slip pockets, 2 cash pockets and a ID window.

FUNCTIONAL COMPACT DESIGN This sleek trifold men’s wallet folds twice yet is compact enough to fit in your pocket and still offers great storage. Its compact size makes it convenient for daily use and travel.

SOPHISTICATED STYLE This mens trifold wallet leather is designed with a soft durable leather that feels great in your hand and only looks better as it is used. Each wallet features an embossed Timberland logo.

TWO LARGE, SEPARATE BILLFOLD POCKETS:
OUTSTANDING QUALITY: For over sixty years, Timberland has demonstrated excellence in craftsmanship of customer satisfaction."
45,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",Fossil Men's Derrick RFID-Blocking Leather Bifold Wallet with Flip ID Window for Men,https://m.media-amazon.com/images/I/81eYtTzCjOL._AC_UX679_.jpg,Fossil,4.7,"3,489",$58.20,"100 percent cow hide leather
Imported
Polyester lining
No Closure closure
Fossil has always been inspired by American creativity and ingenuity. Since 1984, we’ve strived to bring new life into the industry by making quality, fashionable watches and accessories that were both fun and accessible.
We've refined our Derrick bifold with modern details such as sliding 2-in-1 slots, clear ID pocket and a special lining to help protect the Radio Frequency Identification (RFID) chips in your credit and debit cards from unwarranted scanning.
Exterior Material: 100% Genuine Leather, imported.",4.5 x 3.5 x 1 inches,B0CHN6XY9C,ML3681201,Mens,"September 8, 2023",none,Fossil,none,none,#46,none,none,"We believe the greatest adventure of all is the road to self discovery. And we’ve made it our mission to create distinctive, beautifully crafted accessories that are right there with you every step of your journey. Today, we continue to focus on what makes us, us: optimism, authenticity and, of course, our creative spirit. Everything we make complements every style and fits every lifestyle—for all the moments that make you, you."
